incident_id,date,time,crime_category,area,district,latitude,longitude,location_type,description
SYN-2024-01353,2024-12-15,16:20:58,Fraud,Downtown Central,District 1,37.784057,-122.422307,Alleyway,Reported Fraud at Alleyway
SYN-2024-01892,2024-12-15,17:37:50,Theft / Larceny,Downtown Central,District 1,37.773827,-122.418829,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-00810,2024-12-16,10:31:43,Theft / Larceny,Waterfront Marina,District 2,37.807809,-122.436736,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-04415,2024-12-16,10:42:24,Burglary,Mission Commercial,District 3,37.759931,-122.41301,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03723,2024-12-16,11:23:50,Motor Vehicle Theft,Mission Commercial,District 3,37.760679,-122.419263,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-00304,2024-12-16,13:46:04,Robbery,Mission Commercial,District 3,37.768425,-122.419782,Commercial Retail,Reported Robbery at Commercial Retail
SYN-2024-01689,2024-12-16,14:03:29,Vandalism,Downtown Central,District 1,37.776051,-122.416438,Transit Station,Reported Vandalism at Transit Station
SYN-2024-00177,2024-12-16,18:55:46,Vandalism,Westside Arts,District 5,37.775961,-122.432468,Transit Station,Reported Vandalism at Transit Station
SYN-2024-03458,2024-12-16,19:29:24,Assault,Downtown Central,District 1,37.782402,-122.415698,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-02412,2024-12-17,09:35:06,Assault,Downtown Central,District 1,37.775331,-122.416155,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-02796,2024-12-17,10:49:28,Narcotics,Waterfront Marina,District 2,37.809749,-122.435472,Commercial Retail,Reported Narcotics at Commercial Retail
SYN-2024-01126,2024-12-17,12:28:09,Assault,Mission Commercial,District 3,37.761916,-122.415514,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-02876,2024-12-17,13:00:19,Burglary,South Rail Corridor,District 4,37.74058,-122.388117,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-00873,2024-12-17,15:48:12,Motor Vehicle Theft,Mission Commercial,District 3,37.7571,-122.419952,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-00029,2024-12-17,17:16:32,Robbery,Mission Commercial,District 3,37.757145,-122.417513,Street / Sidewalk,Reported Robbery at Street / Sidewalk
SYN-2024-03495,2024-12-17,18:44:21,Vandalism,Mission Commercial,District 3,37.802561,-122.397306,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2024-01550,2024-12-17,22:10:25,Burglary,South Rail Corridor,District 4,37.742359,-122.397351,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-03306,2024-12-18,15:28:23,Assault,Mission Commercial,District 3,37.761796,-122.420258,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-02586,2024-12-18,15:38:19,Public Disorder,Waterfront Marina,District 2,37.800887,-122.436282,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-01744,2024-12-18,17:24:10,Motor Vehicle Theft,Mission Commercial,District 3,37.753065,-122.415939,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-00062,2024-12-18,19:21:22,Theft / Larceny,Westside Arts,District 5,37.774437,-122.438084,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-03639,2024-12-18,22:40:30,Public Disorder,Waterfront Marina,District 2,37.811814,-122.439395,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-02283,2024-12-18,23:11:48,Motor Vehicle Theft,Westside Arts,District 5,37.78697,-122.43736,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-03011,2024-12-19,07:54:18,Assault,Mission Commercial,District 3,37.756727,-122.418363,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-03711,2024-12-19,10:21:39,Theft / Larceny,Downtown Central,District 1,37.782853,-122.413333,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-02570,2024-12-19,11:09:57,Assault,Mission Commercial,District 3,37.759279,-122.412401,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-03558,2024-12-20,11:53:00,Vandalism,Mission Commercial,District 3,37.760207,-122.424534,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-02838,2024-12-20,18:43:39,Theft / Larceny,Waterfront Marina,District 2,37.737504,-122.437263,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2024-02701,2024-12-20,19:13:15,Burglary,Waterfront Marina,District 2,37.748006,-122.429718,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-04432,2024-12-20,20:33:11,Burglary,Waterfront Marina,District 2,37.807012,-122.433727,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03414,2024-12-21,08:15:38,Assault,Downtown Central,District 1,37.771989,-122.412252,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-00438,2024-12-21,10:05:28,Vandalism,Downtown Central,District 1,37.787823,-122.416995,Parking Facility,Reported Vandalism at Parking Facility
SYN-2024-03918,2024-12-21,13:55:47,Public Disorder,Downtown Central,District 1,37.770413,-122.406586,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-00802,2024-12-22,15:44:23,Burglary,Westside Arts,District 5,37.775046,-122.434047,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-00568,2024-12-22,16:12:07,Narcotics,South Rail Corridor,District 4,37.755642,-122.392553,Park / Public Space,Reported Narcotics at Park / Public Space
SYN-2024-01905,2024-12-23,08:46:27,Theft / Larceny,Downtown Central,District 1,37.781782,-122.426024,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-02364,2024-12-23,18:30:54,Burglary,Waterfront Marina,District 2,37.794602,-122.443864,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01832,2024-12-23,19:20:12,Burglary,Waterfront Marina,District 2,37.805643,-122.439517,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01922,2024-12-23,20:55:26,Burglary,South Rail Corridor,District 4,37.743273,-122.383978,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-02046,2024-12-24,07:11:22,Burglary,Westside Arts,District 5,37.777254,-122.43704,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01593,2024-12-24,18:53:50,Assault,Downtown Central,District 1,37.813763,-122.402746,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-01253,2024-12-24,21:03:25,Fraud,Mission Commercial,District 3,37.757477,-122.421594,Commercial Retail,Reported Fraud at Commercial Retail
SYN-2024-03986,2024-12-24,22:41:09,Burglary,South Rail Corridor,District 4,37.747596,-122.383217,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-03844,2024-12-25,13:18:57,Assault,Mission Commercial,District 3,37.762873,-122.41576,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-02394,2024-12-25,19:34:34,Theft / Larceny,Mission Commercial,District 3,37.767879,-122.41701,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-00760,2024-12-26,02:32:39,Vandalism,Downtown Central,District 1,37.780408,-122.420948,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2024-01387,2024-12-26,12:32:10,Theft / Larceny,Downtown Central,District 1,37.775856,-122.409546,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-03007,2024-12-26,13:37:43,Motor Vehicle Theft,Waterfront Marina,District 2,37.809164,-122.429206,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-01788,2024-12-26,17:13:40,Robbery,Westside Arts,District 5,37.770943,-122.438051,Transit Station,Reported Robbery at Transit Station
SYN-2024-03601,2024-12-26,19:00:28,Public Disorder,Downtown Central,District 1,37.777027,-122.424061,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-00418,2024-12-27,00:53:16,Theft / Larceny,Downtown Central,District 1,37.813826,-122.421876,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-01031,2024-12-27,02:15:22,Robbery,Downtown Central,District 1,37.779348,-122.412752,Commercial Retail,Reported Robbery at Commercial Retail
SYN-2024-03131,2024-12-27,20:08:58,Theft / Larceny,Mission Commercial,District 3,37.762916,-122.420141,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-02884,2024-12-27,22:21:36,Narcotics,Downtown Central,District 1,37.775879,-122.4108,Street / Sidewalk,Reported Narcotics at Street / Sidewalk
SYN-2024-00288,2024-12-28,09:17:28,Theft / Larceny,Waterfront Marina,District 2,37.79289,-122.436937,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-02121,2024-12-28,12:34:47,Assault,Downtown Central,District 1,37.780902,-122.420208,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-03452,2024-12-28,13:15:13,Vandalism,Downtown Central,District 1,37.773381,-122.416936,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-03512,2024-12-28,15:34:07,Public Disorder,Downtown Central,District 1,37.783189,-122.412151,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-00419,2024-12-28,16:11:47,Fraud,Westside Arts,District 5,37.775255,-122.432332,Alleyway,Reported Fraud at Alleyway
SYN-2024-01162,2024-12-28,17:08:29,Theft / Larceny,Waterfront Marina,District 2,37.801236,-122.440597,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-03563,2024-12-28,20:55:25,Assault,Mission Commercial,District 3,37.765199,-122.410049,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-00505,2024-12-28,21:39:36,Burglary,Mission Commercial,District 3,37.760359,-122.415706,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-03333,2024-12-29,18:47:34,Public Disorder,Mission Commercial,District 3,37.766092,-122.411554,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-02982,2024-12-29,20:32:20,Motor Vehicle Theft,Westside Arts,District 5,37.751577,-122.41908,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-03160,2024-12-29,20:47:21,Vandalism,Mission Commercial,District 3,37.767326,-122.428759,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-04008,2024-12-29,21:42:40,Theft / Larceny,Mission Commercial,District 3,37.790652,-122.388344,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2024-00996,2024-12-29,22:29:56,Assault,Westside Arts,District 5,37.776591,-122.436898,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-03144,2024-12-30,00:48:09,Assault,Downtown Central,District 1,37.776471,-122.416298,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-00606,2024-12-30,02:18:33,Burglary,Westside Arts,District 5,37.775653,-122.433535,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-02993,2024-12-30,16:42:52,Theft / Larceny,Westside Arts,District 5,37.778344,-122.433121,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2024-02386,2024-12-30,17:48:46,Vandalism,Downtown Central,District 1,37.782834,-122.421253,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2024-01805,2024-12-30,19:13:46,Public Disorder,Waterfront Marina,District 2,37.796181,-122.438063,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-01267,2024-12-31,09:13:19,Public Disorder,Waterfront Marina,District 2,37.804358,-122.441404,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2025-02686,2025-01-01,08:59:25,Motor Vehicle Theft,Mission Commercial,District 3,37.759367,-122.418596,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-02315,2025-01-01,09:26:06,Burglary,Westside Arts,District 5,37.776194,-122.430143,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-00950,2025-01-01,11:13:42,Motor Vehicle Theft,Mission Commercial,District 3,37.759753,-122.418462,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-01102,2025-01-01,15:11:48,Vandalism,Downtown Central,District 1,37.776342,-122.42431,Alleyway,Reported Vandalism at Alleyway
SYN-2025-01795,2025-01-01,18:14:20,Burglary,Downtown Central,District 1,37.780915,-122.412979,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-01652,2025-01-01,19:00:59,Burglary,Waterfront Marina,District 2,37.805777,-122.442014,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-03467,2025-01-01,22:24:43,Burglary,Westside Arts,District 5,37.774112,-122.437756,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-00290,2025-01-02,15:50:31,Robbery,Downtown Central,District 1,37.780795,-122.413196,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2025-00977,2025-01-03,07:58:24,Narcotics,Westside Arts,District 5,37.77659,-122.436568,Alleyway,Reported Narcotics at Alleyway
SYN-2025-03907,2025-01-03,09:59:14,Theft / Larceny,Mission Commercial,District 3,37.759513,-122.425045,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2025-04060,2025-01-03,12:41:48,Motor Vehicle Theft,Mission Commercial,District 3,37.757489,-122.416739,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-04267,2025-01-03,16:22:29,Vandalism,Waterfront Marina,District 2,37.798421,-122.442252,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2025-03302,2025-01-03,16:28:17,Narcotics,Westside Arts,District 5,37.788107,-122.385021,Commercial Retail,Reported Narcotics at Commercial Retail
SYN-2025-01734,2025-01-03,18:44:00,Motor Vehicle Theft,Westside Arts,District 5,37.748707,-122.455943,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-02857,2025-01-03,19:08:45,Public Disorder,Downtown Central,District 1,37.779432,-122.418064,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2025-02630,2025-01-03,19:45:56,Vandalism,Downtown Central,District 1,37.763904,-122.415488,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2025-02232,2025-01-04,12:55:51,Theft / Larceny,Mission Commercial,District 3,37.760039,-122.422908,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2025-04083,2025-01-04,15:43:46,Motor Vehicle Theft,Westside Arts,District 5,37.778966,-122.433469,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-04397,2025-01-04,16:48:36,Vandalism,Downtown Central,District 1,37.784843,-122.420379,Transit Station,Reported Vandalism at Transit Station
SYN-2025-01210,2025-01-04,18:38:26,Theft / Larceny,Waterfront Marina,District 2,37.797206,-122.43938,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2025-04435,2025-01-04,18:47:47,Theft / Larceny,Westside Arts,District 5,37.744445,-122.384165,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2025-02807,2025-01-04,19:51:25,Theft / Larceny,Downtown Central,District 1,37.769146,-122.423886,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2025-03929,2025-01-04,20:57:03,Public Disorder,Downtown Central,District 1,37.780917,-122.42278,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2025-01752,2025-01-04,22:27:23,Vandalism,Mission Commercial,District 3,37.756083,-122.421649,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2025-00156,2025-01-05,08:12:50,Motor Vehicle Theft,Downtown Central,District 1,37.774158,-122.419364,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-00695,2025-01-05,11:28:48,Assault,Mission Commercial,District 3,37.755152,-122.413412,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-04154,2025-01-05,11:50:01,Motor Vehicle Theft,Mission Commercial,District 3,37.757957,-122.416898,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-01037,2025-01-05,12:07:44,Assault,Downtown Central,District 1,37.775594,-122.412433,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2025-02744,2025-01-05,17:54:41,Theft / Larceny,Downtown Central,District 1,37.78042,-122.416503,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-04141,2025-01-05,18:17:21,Assault,Mission Commercial,District 3,37.753832,-122.419507,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-02972,2025-01-05,18:23:12,Public Disorder,Downtown Central,District 1,37.743466,-122.391826,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2025-00871,2025-01-05,19:37:33,Public Disorder,Westside Arts,District 5,37.776457,-122.43411,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2025-03168,2025-01-05,19:43:07,Burglary,South Rail Corridor,District 4,37.751308,-122.393642,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-02535,2025-01-06,03:04:20,Public Disorder,Downtown Central,District 1,37.77337,-122.415162,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2025-01206,2025-01-06,11:54:42,Burglary,Mission Commercial,District 3,37.754821,-122.425107,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-03669,2025-01-06,12:28:46,Motor Vehicle Theft,Westside Arts,District 5,37.784494,-122.434372,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
